"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000008187",4448.76475172182,0.304687266107184,0.290432355418797,1.04908168949645,0.294140522677771,0.862876037323013,8669,"EIF3J","EIF3J",415573,"No"
"ENSGALG00000008188",33.9297810898278,-0.365690741360875,0.843943853133352,-0.433311694851685,0.664788343114744,0.99760185705419,55521,"TRIM36","TRIM36",426811,"No"
"ENSGALG00000008193",428.348043275564,0.783530053006096,0.44255454113768,1.77047116269978,0.0766486841631004,0.503529787691613,5649,"RELN","RELN",427850,"No"
"ENSGALG00000008195",808.953118287184,-0.0855208191099992,0.254643222734843,-0.335845651777079,0.736987262430934,0.99760185705419,4867,"NPHP1","NPHP1",421223,"No"
"ENSGALG00000008197",278.500545443683,0.132859826447101,0.271870544724259,0.488687829650145,0.625062721339715,0.996076620502958,5229,"PGGT1B","PGGT1B",770633,"No"
"ENSGALG00000008198",230.624091650232,-0.103718109794858,0.25462321479051,-0.407339565955097,0.683758606850664,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000008199",1464.45144130604,-0.0975845896770123,0.198378752654054,-0.491910491277193,0.622782621353422,0.994991831321477,51496,"CTDSPL2","CTDSPL2",415574,"No"
"ENSGALG00000008201",514.263753878056,0.0100753877838052,0.221602573433705,0.0454660233754885,0.96373585629802,1,23014,"FBXO21","FBXO21",427722,"No"
"ENSGALG00000008204",96.2260554643029,-0.207723834695171,0.663070456227388,-0.313275659840191,0.754071240719105,0.99760185705419,56929,"FEM1C","FEM1C",431262,"No"
"ENSGALG00000008206",581.828535457237,-1.47114666529804,0.558367183396899,-2.63472981407705,0.0084204280134018,0.135496362119015,54997,"TESC","TESC",771113,"No"
"ENSGALG00000008207",446.725497041638,0.13815467480822,0.170836005045546,0.808697644102523,0.418689083632169,0.937841507846352,26259,"FBXW8","FBXW8",417024,"No"
"ENSGALG00000008208",3930.47929585779,0.131934406881584,0.135795473520062,0.971567044626803,0.331265984088652,0.889199861618024,113201,"CASC4","CASC4",415575,"No"
"ENSGALG00000008211",810.637861161938,-0.0913253482414831,0.197454330087602,-0.462513778254272,0.643712923992973,0.997259583936664,53,"ACP2","ACP2",428864,"No"
"ENSGALG00000008217",145.638960959411,-0.0287039592671464,0.469053780128521,-0.061195454515432,0.95120354972137,1,84900,"RNFT2","RNFT2",427723,"No"
"ENSGALG00000008218",464.39505834037,0.205118469868162,0.233449248111216,0.878642666565551,0.379595054096612,0.914121027050006,1643,"DDB2","DDB2",423185,"No"
"ENSGALG00000008220",9014.29922809838,0.0148020125310152,0.120408814612607,0.122931303481709,0.902161497027951,0.999904148208282,9689,"BZW1","BZW1",424073,"No"
"ENSGALG00000008222",332.441625489495,0.108681843666717,0.545297181478468,0.199307547073777,0.84202217589598,0.99760185705419,375611,"SLC26A5","SLC26A5",417715,"No"
"ENSGALG00000008226",907.179432393625,0.0864502130992337,0.17550215107565,0.492587769263121,0.622303891799318,0.994991831321477,60491,"NIF3L1","NIF3L1",424076,"No"
"ENSGALG00000008228",307.444522447427,0.144340405319109,0.230432138171131,0.626390079373017,0.531059115009598,0.977150757641578,NA,NA,NA,NA,"No"
"ENSGALG00000008229",3430.26028117712,-4.21421907191964e-05,0.303408620011828,-0.000138895825430252,0.999889177165686,1,501,"ALDH7A1","ALDH7A1",426812,"No"
"ENSGALG00000008230",621.550178205592,-0.0673462510929008,0.152795110289849,-0.440761821272594,0.659385435726313,0.99760185705419,84108,"PCGF6","PCGF6",770712,"No"
"ENSGALG00000008231",604.923755816906,-0.141619602517623,0.216056820368985,-0.655473880786375,0.512162697651608,0.97340447394669,29763,"PACSIN3","PACSIN3",423186,"No"
"ENSGALG00000008233",2603.43464676096,0.0660043827069469,0.228346649644968,0.28905343174323,0.772540489195502,0.99760185705419,699,"BUB1","BUB1",421226,"No"
"ENSGALG00000008234",594.871083259663,0.300099151860499,0.258317476547016,1.16174544545722,0.245338879895779,0.815445831647242,4999,"ORC2","ORC2",424077,"No"
"ENSGALG00000008236",3600.37309276403,0.0485148400007619,0.146234361546897,0.331760876770424,0.74006982843655,0.99760185705419,5701,"PSMC2","PSMC2",417716,"No"
"ENSGALG00000008237",299.135451300655,0.147912424106478,0.411663171934548,0.359304485294096,0.719367319292252,0.99760185705419,65983,"GRAMD2B","GRAMD3",426813,"No"
"ENSGALG00000008238",919.567861266256,-0.593647795273593,0.599433729869094,-0.990347665960065,0.322004215854231,0.883852818969891,23389,"MED13L","MED13L",417027,"No"
"ENSGALG00000008239",982.011779895034,-0.159135796753023,0.29896666542758,-0.53228608790023,0.594527866244799,0.989165280947418,4709,"NDUFB3","NDUFB3",424078,"No"
"ENSGALG00000008240",290.885943606822,-0.274255464379338,0.356287127288175,-0.769759678006868,0.441442462359977,0.946857614238658,8837,"CFLAR","CFLAR",424080,"No"
"ENSGALG00000008241",924.094338533528,-0.0165560957317817,0.164361170766346,-0.100729969582156,0.919764820078295,1,6877,"TAF5","TAF5",423872,"No"
"ENSGALG00000008247",1160.61888726141,0.0355726100655558,0.153795094843682,0.231298729661775,0.817082733514278,0.99760185705419,84364,"ARFGAP2","ARFGAP2",423187,"No"
"ENSGALG00000008249",3564.41584621367,0.306782688435516,0.383092164876281,0.800806480953718,0.423243686480479,0.939953981374562,27000,"DNAJC2","DNAJC2",417717,"Transcription Factor"
"ENSGALG00000008253",191.601491565061,-1.63879905582705,1.25087188284084,-1.31012542396044,0.190153408962851,0.758001698709194,6910,"TBX5","TBX5",373988,"Transcription Factor"
"ENSGALG00000008254",2143.74817565685,-0.0291677252056475,0.201152697245113,-0.14500290378958,0.884708579130481,0.99766044474702,64682,"ANAPC1","ANAPC1",421228,"No"
"ENSGALG00000008255",234.260452819421,0.0463993651634243,0.231748499853853,0.200214306425651,0.841312978790883,0.99760185705419,79096,"C11orf49","C5H11orf49",423188,"No"
"ENSGALG00000008256",1698.58715415333,0.247344605340002,0.170422271513427,1.45136315308715,0.146678764352828,0.681805780961519,641,"BLM","BLM",415577,"No"
"ENSGALG00000008257",687.09720866309,-0.538274308087163,0.373474136072464,-1.44126260990326,0.149510506199682,0.68862039821796,10461,"MERTK","MERTK",395836,"No"
"ENSGALG00000008262",65.0387350878148,1.28055690402687,0.646782825049034,1.97988699519007,0.0477162280342186,0.393626448112283,5923,"RASGRF1","RASGRF1",415578,"No"
"ENSGALG00000008263",389.296948469368,-0.567725195522182,0.352530700721497,-1.61042767157658,0.107304523653281,0.593000720723163,152330,"CNTN4","CNTN4",396149,"No"
"ENSGALG00000008265",2011.94107390946,0.279954489825471,0.336554484612625,0.831825165389488,0.40550763709256,0.931723654920426,22984,"PDCD11","PDCD11",423874,"No"
"ENSGALG00000008267",3.46951465979681,0.383607249024693,1.40208397270657,0.273597913172192,0.784393637875858,0.99760185705419,3568,"IL5RA","IL5RA",771801,"No"
"ENSGALG00000008269",2049.75314681868,-0.197123238802501,0.232372685892781,-0.84830640935766,0.396267349054288,0.927920669287833,376940,"ZC3H6","ZC3H8",421230,"No"
"ENSGALG00000008270",13.3268557616832,-0.238208772215787,1.29930800373686,-0.183335107249928,0.854535089600985,0.99760185705419,51063,"CALHM2","CALHM2",770753,"No"
"ENSGALG00000008272",290.536137989377,-0.593899354727992,0.360855954390536,-1.64580727434872,0.0998034441598589,0.571333692483138,23423,"TMED3","TMED3",415580,"No"
"ENSGALG00000008273",1.06633033452626,0.760811463352278,2.91888848726368,0.260651089163568,0.794361587614483,NA,119395,"CALHM3","CALHM3",428978,"No"
"ENSGALG00000008274",144.606899008241,0.0916292092845779,0.561968681817946,0.163050383854419,0.870478764846261,0.99760185705419,51185,"CRBN","CRBN",416106,"No"
"ENSGALG00000008275",14.5831971888411,0,2.21672157171175,0,1,1,145873,"MESP2","MESP2",100858087,"Transcription Factor"
"ENSGALG00000008280",1245.55781812662,0.104824026890991,0.158425310831839,0.661662119143682,0.508187786922577,0.973348204566998,9512,"PMPCB","PMPCB",417718,"No"
"ENSGALG00000008281",82.9177580702982,0.76763717971826,0.66239483250481,1.15888159455514,0.246504452208293,0.817713664655444,9148,"NEURL1","NEURL1",423875,"No"
"ENSGALG00000008282",557.92231968951,-0.173123157900736,0.240715562094486,-0.719202183665971,0.472016354145988,0.959594198043665,115201,"ATG4A","ATG4A",772074,"No"
"ENSGALG00000008285",211.153551976079,-0.175815314430447,0.32330428294619,-0.543807563661969,0.586573903399676,0.987659444513039,222236,"NAPEPLD","NAPEPLD",417719,"No"
"ENSGALG00000008286",350.400336286146,-0.230786609906908,0.240036648066313,-0.961464058784682,0.33631888855368,0.890816412792139,285362,"SUMF1","SUMF1",100859261,"No"
"ENSGALG00000008287",831.292928309877,0.197415759473489,0.319212452639364,0.618446297571364,0.536281187204254,0.977608246814381,5716,"PSMD10","PSMD10",422351,"No"
"ENSGALG00000008288",51.5077706734282,-0.307741907157795,0.640067873093692,-0.480795740724121,0.630661677714719,0.996999883670481,83787,"ARMC10","ARMC10",417720,"No"
"ENSGALG00000008289",2601.30419723651,0.186902827312157,0.145015293325531,1.28884907947327,0.197450559581296,0.76672880157817,9904,"RBM19","RBM19",417029,"No"
"ENSGALG00000008290",1.22116577879266,3.00394956396286,2.87165749996058,1.04606819023651,0.295529550376768,NA,340547,"VSIG1","VSIG1",414795,"No"
"ENSGALG00000008291",958.221857664766,-0.578957612504867,0.422797587524428,-1.36934937565465,0.170890090672456,0.726886554267582,10239,"AP3S2","AP3S2",415581,"No"
"ENSGALG00000008293",341.656827417057,0.673052337116619,0.491623661251859,1.36903975574075,0.170986848112874,0.726886554267582,9644,"SH3PXD2A","SH3PXD2A",423876,"No"
"ENSGALG00000008294",628.846938914596,-0.137189769613786,0.354146910337649,-0.387380958605532,0.698474198347602,0.99760185705419,3708,"ITPR1","ITPR1",395412,"No"
"ENSGALG00000008297",1834.64418140656,-0.289504051222604,0.345544640177749,-0.837819539245878,0.402132063199172,0.929910581435867,10509,"SEMA4B","SEMA4B",415582,"No"
"ENSGALG00000008298",35.1102461666521,-2.1045185196943,1.3775942486977,-1.52767661572614,0.126592848830301,0.638970626435378,10234,"LRRC17","LRRC17",395440,"No"
"ENSGALG00000008301",70.6972913923995,0.973063863104703,0.580257292101464,1.67695240775113,0.0935517887272005,0.557760957557025,222234,"FAM185A","FAM185A",417722,"No"
"ENSGALG00000008302",569.816466689476,-0.991462544998453,0.256047521208603,-3.87218177437736,0.000107865457964008,0.00509997206960073,10519,"CIB1","CIB4",770162,"No"
"ENSGALG00000008303",832.025552727699,0.657024350648852,0.48995081710769,1.34100062232255,0.179920250546862,0.73912531995907,64211,"LHX5","LHX5",771259,"Transcription Factor"
"ENSGALG00000008304",241.070838633325,-0.341007574251713,0.32413115701666,-1.05206663065157,0.292768980634237,0.861658779288279,79991,"STN1","STN1",423877,"No"
"ENSGALG00000008306",1.55391708499785,0.00862729956998596,3.6261089689441,0.00237921685307162,0.998101661397111,NA,10875,"FGL2","FGL2",768821,"No"
"ENSGALG00000008308",472.054653104544,0.0975380408609197,0.654637846617479,0.148995419933174,0.881557246989565,0.99760185705419,8553,"BHLHE40","BHLHE40",416108,"Transcription Factor"
"ENSGALG00000008309",4.90544558053247,2.07252870341716,1.30011509668045,1.59411171265443,0.110911016003921,0.601219339760815,57639,"CCDC146","NULL",NA,"No"
"ENSGALG00000008312",230.028127225266,-0.297853263747345,0.449676415222962,-0.662372438633813,0.507732562719458,0.973095849906091,54103,"GSAP","GSAP",417724,"No"
"ENSGALG00000008313",173.895710804368,0.121378493257065,0.32697939550116,0.371211443066708,0.710480050729843,0.99760185705419,63908,"NAPB","NAPB",421231,"No"
"ENSGALG00000008314",1800.36433309671,-0.0318331606378594,0.242182398437902,-0.131442915931076,0.895424941138084,0.999839391720249,55207,"ARL8B","ARL8B",416109,"No"
"ENSGALG00000008317",117.42871826822,-0.0112093151540487,0.511105637979067,-0.0219315036288208,0.982502594552606,1,113675,"SDSL","SDSL",417030,"No"
"ENSGALG00000008318",1936.68765412031,-0.496395790400074,0.376644055306059,-1.31794404665887,0.187522379319285,0.754091925750286,9748,"SLK","SLK",423878,"No"
"ENSGALG00000008319",812.007765916822,-0.542881625861305,0.358563569165811,-1.51404568825635,0.130014252101235,0.64640579240267,196463,"PLBD2","PLBD2",417031,"No"
"ENSGALG00000008320",761.591704046427,0.0108357544686256,0.186546091718967,0.058086204694922,0.953679962897987,1,9695,"EDEM1","EDEM1",416110,"No"
"ENSGALG00000008321",306.562184529627,0.372637908784826,0.298293037989518,1.24923434786272,0.211579372515686,0.783083935145637,57140,"RNPEPL1","RNPEPL1",424946,"No"
"ENSGALG00000008325",4883.01760827516,-0.107957586221843,0.319492969756038,-0.337902853713115,0.735436396971595,0.99760185705419,9793,"CKAP5","CKAP5",423190,"No"
"ENSGALG00000008326",16.438781116188,-0.577158771041377,0.896983386600526,-0.643444214980112,0.519935901251301,0.974573836860266,NA,NA,NA,NA,"No"
"ENSGALG00000008328",637.764781924925,0.122626456243571,0.413575040148391,0.296503522551972,0.766845577244609,0.99760185705419,222194,"RSBN1L","RSBN1L",768780,"No"
"ENSGALG00000008330",361.836186056454,-0.112157436582593,0.40777267836571,-0.27504892439607,0.783278651031203,0.99760185705419,85025,"TMEM60","TMEM60",417727,"No"
"ENSGALG00000008332",16.0619536942388,1.52815826655755,1.41481919506678,1.08010851979247,0.280093858386424,0.851171953307207,NA,NA,NA,NA,"No"
"ENSGALG00000008335",469.14708679238,0.296167644386262,0.278077631116556,1.06505382398818,0.28685157354636,0.856250829141989,57157,"PHTF2","PHTF2",417728,"No"
"ENSGALG00000008337",164.93765816914,-0.446322537502169,0.495796261949492,-0.900213599326485,0.368006590359398,0.908330598307159,NA,NA,NA,NA,"No"
"ENSGALG00000008340",40.3585283388385,-3.0840351692516,0.846397250915044,-3.64372068306866,0.000268725038719744,0.0109484012450738,2242,"FES","FES",429374,"No"
"ENSGALG00000008341",636.144984942672,-0.138014104871405,0.318736402426857,-0.433003898583804,0.66501193756073,0.99760185705419,5045,"FURIN","FURIN",395457,"No"
"ENSGALG00000008346",9.27727669405918,-0.0733116125959756,1.10580565581198,-0.0662970135942593,0.947141360802468,1,59082,"CARD18","CASP18",693266,"No"
"ENSGALG00000008347",679.118010135321,0.161493268384568,0.295005902132873,0.547423855648251,0.584087569736298,0.98684530992598,9776,"ATG13","ATG13",423192,"No"
"ENSGALG00000008348",11720.9240617484,-0.136824269279596,0.127981230548321,-1.06909637212729,0.285026246216157,0.8553020696935,2923,"PDIA3","PDIA3",373899,"No"
"ENSGALG00000008349",194.060146046029,-2.02334549230207,0.494520276245163,-4.09153191384812,4.28532958109496e-05,0.00244040757817077,29995,"LMCD1","LMCD1",416113,"No"
"ENSGALG00000008351",21.0586802247705,4.21203225185409,1.24979279002003,3.37018447016851,0.000751178786147241,0.0236289688398143,859,"CAV3","CAV3",378796,"No"
"ENSGALG00000008352",28.727933517907,-0.236266930459478,0.799121228527516,-0.29565843332035,0.767490944064916,0.99760185705419,548596,"CKMT1A","CKMT1B",374002,"No"
"ENSGALG00000008354",211.094968640075,0.275095488202436,0.352163643309453,0.781158116201973,0.43470950427511,0.944109091300185,283254,"HARBI1","HARBI1",423193,"No"
"ENSGALG00000008355",616.220902519632,0.432637663507947,0.215194488300423,2.01044955623567,0.0443836300133627,0.378781519874486,841,"CASP8","CASP8",395284,"No"
"ENSGALG00000008357",324.361685079866,-0.376222153701206,0.377137784378015,-0.997572158731539,0.318486867158445,0.880205479129649,53373,"TPCN1","CATSPER4",417033,"No"
"ENSGALG00000008358",1103.03738563982,0.0676693019843657,0.228370019295494,0.296314298142641,0.76699006766155,0.99760185705419,55626,"AMBRA1","AMBRA1",423194,"No"
"ENSGALG00000008359",338.418002024729,-3.1054243372078,0.427202420952447,-7.26921053088665,3.61594480453537e-13,4.96995260752531e-10,22918,"CD93","CD248",421234,"No"
"ENSGALG00000008362",108.838143905253,-0.0533781026060158,0.678767792760789,-0.078639710332908,0.937319201049132,1,6754,"SSTR4","SSTR4",428547,"No"
"ENSGALG00000008365",211.687439455312,-0.388595384748639,0.369399934137482,-1.05196387123343,0.292816125782948,0.861658779288279,1132,"CHRM4","CHRM4",423195,"No"
"ENSGALG00000008367",17497.5257766894,-0.718419406342584,0.393289145634188,-1.82669523000467,0.0677456058588322,0.470868845803743,4192,"MDK","MDK",423196,"No"
"ENSGALG00000008368",740.774398576853,-0.0866537806488886,0.225827801820912,-0.383716176441409,0.70118882170917,0.99760185705419,56852,"RAD18","RAD18",416114,"No"
"ENSGALG00000008369",854.81235879391,-0.444101598051336,0.338978418872154,-1.31011761612715,0.190156049881809,0.758001698709194,10057,"ABCC5","ABCC5",424947,"No"
"ENSGALG00000008370",128.466600184784,-0.258325912395392,0.414653803798777,-0.622991782611869,0.533289921840948,0.977396527698812,66008,"TRAK2","TRAK2",424082,"No"
"ENSGALG00000008372",3159.89914585785,0.0931406809227246,0.177997272138689,0.523270271525018,0.600786185818625,0.992285022162319,22803,"XRN2","XRN2",421236,"No"
"ENSGALG00000008373",389.587030893742,-0.0982935215262935,0.354016759635751,-0.277652169991692,0.781279380166117,0.99760185705419,55437,"STRADB","STRADB",424083,"No"
"ENSGALG00000008376",1834.38627219595,0.407034464482846,0.229150049627656,1.7762791897459,0.075686911488814,0.501619169504699,8893,"EIF2B5","EIF2B5",424948,"No"
"ENSGALG00000008378",2171.60406165049,0.490126602172781,0.207486949870207,2.36220447830275,0.018166618956786,0.226255638860979,9901,"SRGAP3","SRGAP3",416115,"No"
"ENSGALG00000008380",918.51605612985,-0.973218864451653,0.255790000050019,-3.80475727847588,0.000141943309488556,0.00637662626995657,8525,"DGKZ","DGKZ",423197,"No"
"ENSGALG00000008381",300.919383821594,0.0586322995761358,0.305558711564547,0.191885543946438,0.847831861285684,0.99760185705419,65062,"TMEM237","TMEM237",424084,"No"
"ENSGALG00000008382",1579.51520095737,0.305116827634277,0.234968808111537,1.29854183662302,0.194101209785168,0.761638430506913,2770,"GNAI1","GNAI1",396368,"No"
"ENSGALG00000008385",173.672414067154,-0.220196885644839,0.474912446592881,-0.463657853620339,0.642892897689417,0.997259583936664,9677,"PPIP5K1","PPIP5K1",415587,"No"
"ENSGALG00000008386",458.28585187934,-0.232926803499183,0.272788117324616,-0.853874449457789,0.393174557939307,0.92673979891743,55857,"KIZ","KIZ",421237,"No"
"ENSGALG00000008389",2365.16382802811,0.192910396121498,0.207478953451782,0.929782963101025,0.352483469093484,0.901307563087082,7411,"VBP1","LOC772071",772071,"No"
"ENSGALG00000008393",224.518634039766,-0.570916377869369,0.560063560910398,-1.01937783086857,0.308023626735784,0.871408697047259,90993,"CREB3L1","CREB3L1",100859610,"Transcription Factor"
"ENSGALG00000008398",64.1707033370316,0.213421948134393,0.618036495972929,0.345322565131723,0.729851884347028,0.99760185705419,58538,"MPP4","MPP4",769757,"No"
"ENSGALG00000008401",98.8664165618059,0.0317860838323338,0.631729759789814,0.0503159513063141,0.959870612565869,1,79754,"ASB13","ASB13",416691,"No"
"ENSGALG00000008403",1177.77786023032,-0.471973744763738,0.297600189232159,-1.58593227370413,0.11275467373961,0.605853681872002,51317,"PHF21A","PHF21A",423199,"No"
"ENSGALG00000008404",932.751792991032,-0.154780604734713,0.200992740907562,-0.770080571247585,0.441252100149013,0.946815194924188,NA,NA,NA,NA,"No"
"ENSGALG00000008405",2366.35784765022,-0.0307977563746072,0.177797811597841,-0.173217859645361,0.862480185869043,0.99760185705419,10928,"RALBP1","RALBP1",429466,"No"
"ENSGALG00000008407",776.457786734138,-0.427479929801873,0.245300936267338,-1.74267549201684,0.0813903149815118,0.520374889483214,3656,"IRAK2","IRAK2",416118,"No"
"ENSGALG00000008408",21.1430804351452,-1.75578751289272,1.09388031442792,-1.60510020130581,0.108471755016813,0.595681691600621,139716,"GAB3","GAB3",428717,"No"
"ENSGALG00000008409",790.654548480825,0.0566165991784071,0.277349576100263,0.204134435590196,0.838248445159259,0.99760185705419,9446,"GSTO1","GSTO2",423881,"No"
"ENSGALG00000008411",51.5925973917851,0.998275707230706,0.72500344519035,1.3769254668419,0.168535292626396,0.722786155583358,51738,"GHRL","GHRL",408185,"No"
"ENSGALG00000008414",2526.7282988211,0.221590516966861,0.189287945153038,1.17065308510643,0.241738250110502,0.810857949078779,1857,"DVL3","DVL2",424949,"No"
"ENSGALG00000008415",546.929387998828,-0.00899582014907253,0.356405402988799,-0.0252404146335437,0.979863200998719,1,57679,"ALS2","ALS2",424085,"No"
"ENSGALG00000008416",4.50638956404166,0.191234680760023,1.23621201844176,0.154694079904734,0.877062497363209,0.99760185705419,26074,"CFAP61","NULL",NA,"No"
"ENSGALG00000008417",10.8285517394983,0.050516078707861,0.985927811138207,0.0512370968109141,0.959136591672256,1,159686,"CFAP58","CFAP58",423882,"No"
"ENSGALG00000008418",1438.40782592918,0.212475103194883,0.336693807234367,0.63106329439253,0.527999139998795,0.975000080870506,120071,"LARGE2","LARGE2",423200,"No"
"ENSGALG00000008419",3266.04867035617,0.0787516117906272,0.126686236618292,0.621627209812123,0.534187024889414,0.977529410840052,6396,"SEC13","SEC13",416119,"No"
"ENSGALG00000008420",419.197782709489,-0.113319909281654,0.337118493241437,-0.3361426666098,0.736763285135742,0.99760185705419,23066,"CAND2","CAND2",416121,"No"
"ENSGALG00000008421",1031.99748343392,0.108213193016821,0.243877888565943,0.443718754714252,0.657245934243348,0.99760185705419,9409,"PEX16","PEX16",423201,"No"
"ENSGALG00000008424",2.90041479267454,-0.13123931017789,1.68918886469388,-0.0776936865503629,0.938071716329661,NA,810,"CALML3","CALML3",416692,"No"
"ENSGALG00000008425",1079.37600994338,0.214524579292256,0.310667729031545,0.690527400322525,0.489862584989077,0.966239833598621,4130,"MAP1A","MAP1A",415588,"No"
"ENSGALG00000008427",1.63381599143316,-0.0745144943646552,2.88311194939624,-0.025845161642183,0.979380840084687,NA,346562,"GNAT3","GNAT3",427851,"No"
"ENSGALG00000008428",19.8958261647729,0.405693097708861,0.869512004657521,0.466575614293736,0.640803537247146,0.997259583936664,65061,"CDK15","NULL",NA,"No"
"ENSGALG00000008429",1683.88445061099,-0.0124436964248871,0.178229084896846,-0.0698185508391583,0.944338081773571,1,51340,"CRNKL1","CRNKL1",421243,"No"
"ENSGALG00000008431",652.490242423456,-0.105182059379787,0.366024326257405,-0.287363576228041,0.773833947514474,0.99760185705419,6594,"SMARCA1","SMARCA1",422358,"Transcription Factor"
"ENSGALG00000008432",6083.47203490165,-0.0372201164936615,0.0953397590856069,-0.390394488622958,0.696244862644123,0.99760185705419,1173,"AP2M1","AP2M1",770246,"No"
"ENSGALG00000008434",8.758249553574,-2.23749239380805,1.32687934145628,-1.68628173180567,0.0917415479637267,0.552741794123189,22986,"SORCS3","SORCS3",423884,"No"
"ENSGALG00000008435",3268.40088556014,0.068903487285186,0.160644796938014,0.428918263140342,0.66798270889004,0.99760185705419,7341,"SUMO1","SUMO1",373930,"No"
"ENSGALG00000008436",543.172169347907,0.0919481229318258,0.355130396562437,0.258913694298934,0.795701831861984,0.99760185705419,1408,"CRY2","CRY2",374092,"No"
"ENSGALG00000008437",1518.27810905515,0.168385274744795,0.168222836403385,1.0009656140919,0.316843432796097,0.879069315865441,10276,"NET1","NET1",416693,"No"
"ENSGALG00000008438",1205.63541795517,0.297828844361517,0.192125046700601,1.55018228740181,0.121097769926917,0.624822073934135,55343,"SLC35C1","SLC35C1",423203,"No"
"ENSGALG00000008439",4.86705240244867,-1.80335530192252,1.60276900582499,-1.1251498471511,0.260525541402248,0.832497031443686,948,"CD36","CD36",417730,"No"
"ENSGALG00000008440",147.901253259057,0.192551933487093,0.476991659491426,0.403679875015831,0.686448140503658,0.99760185705419,8534,"CHST1","CHST1",428866,"No"
"ENSGALG00000008442",24.2380419650347,0.653580359678901,0.859806212106481,0.760148450285864,0.447165854492849,0.947853013003454,10178,"TENM1","TENM1",395668,"No"
"ENSGALG00000008443",6542.8888532369,-0.121098536123216,0.108011864370855,-1.12115957657603,0.262219942950039,0.835471569478295,396,"ARHGDIA","ARHGDIA",769231,"No"
"ENSGALG00000008444",372.33318163651,-0.547384260825366,0.373170891726086,-1.46684608301967,0.142417930407038,0.671746230368921,NA,NA,NA,NA,"No"
"ENSGALG00000008445",275.996593738452,-0.0594571110584851,0.240209913581299,-0.247521470583943,0.804504677232962,0.99760185705419,57419,"SLC24A3","SLC24A3",421244,"No"
"ENSGALG00000008447",2.22614411835347,1.10220803860872,1.84283255712602,0.598105364671687,0.549769630920334,NA,4068,"SH2D1A","SH2D1A",100857869,"No"
"ENSGALG00000008452",1152.50093729522,-0.240264672431854,0.16270578390633,-1.47668181587309,0.139760948784413,0.66620320734743,55764,"IFT122","IFT122",416123,"No"
"ENSGALG00000008454",8105.99165650117,0.39312949252885,0.37146369907364,1.05832546628174,0.289907086619961,0.860175607191786,51602,"NOP58","NOP58",424087,"No"
"ENSGALG00000008456",23.8909675218101,-1.62236644019741,0.924604295104437,-1.75466028958276,0.079317432288226,0.512036976495295,774,"CACNA1B","CACNA1B",374169,"No"
"ENSGALG00000008457",412.378009209822,-0.656708675389596,0.331597250793142,-1.98044065147954,0.0476540359095212,0.393558752761726,54453,"RIN2","RIN2",421246,"No"
"ENSGALG00000008459",338.849013026586,-0.423245698413643,0.437331835561592,-0.967790734626349,0.33314889206905,0.890318112564786,659,"BMPR2","BMPR2",374147,"No"
"ENSGALG00000008460",1022.74423917885,0.547659536946876,0.199104184751084,2.75061791208231,0.00594829796930503,0.106103873165006,84936,"ZFYVE19","ZFYVE19",423204,"No"
"ENSGALG00000008462",0.542154212112559,2.33025854682053,6.49631042832005,0.35870492528528,0.71981584343618,NA,1018,"CDK3","CDK3",429642,"No"
"ENSGALG00000008465",506.880132269493,0.741025765851803,0.457167797513893,1.62090543096331,0.105037921937562,0.586055139466942,114815,"SORCS1","SORCS1",423885,"No"
"ENSGALG00000008466",69.3458804101791,0.421510021883211,0.624937400223761,0.674483591048139,0.500003914473979,0.971078594947961,150864,"FAM117B","FAM117B",424088,"No"
"ENSGALG00000008469",2216.40821845966,0.429820600703475,0.2508309400372,1.71358685112662,0.0866046301193747,0.538213520810832,6692,"SPINT1","SPINT1",423206,"No"
"ENSGALG00000008470",1677.22005228468,0.209144914842565,0.147772104071212,1.4153206801588,0.156974494275182,0.704617405539244,55759,"WDR12","WDR12",424089,"No"
"ENSGALG00000008473",950.150717671574,-3.10348590687968,0.49294886333395,-6.29575628979026,3.05904672048709e-10,1.37828049150417e-07,23129,"PLXND1","PLXND1",416124,"No"
"ENSGALG00000008474",60.9412725629611,-0.394210347480624,0.673996911859467,-0.584884501018039,0.558625380749595,0.982316289877754,79800,"CARF","CARF",424090,"Transcription Factor"
"ENSGALG00000008475",455.070319993112,0.35980974778682,0.239550384124772,1.50202116812056,0.133091642063603,0.651278078837799,92714,"ARRDC1","ARRDC1",427772,"No"
"ENSGALG00000008477",1108.01407784964,-0.0316368361119608,0.131088115538188,-0.241340231203069,0.809291432231327,0.99760185705419,60412,"EXOC4","EXOC4",416700,"No"
"ENSGALG00000008479",89.8497478598073,-0.206237226780375,0.792427834469704,-0.260259947731884,0.794663265340537,0.99760185705419,389072,"PLEKHM3","PLEKHM3",101748748,"No"
"ENSGALG00000008480",2862.53496918947,0.404881387581976,0.24385959789633,1.66030531943261,0.0968530461511464,0.564570705475423,55324,"ABCF3","ABCF3",424950,"No"
"ENSGALG00000008482",1861.69836470903,-0.131183368380876,0.352539477276076,-0.372109726248177,0.709811154999687,0.99760185705419,10735,"STAG2","STAG2",422360,"No"
